Strategy,Model,Subject,Question_Number,Difficulty,Runtime,Status,Question,Correct_Answer,Model_Answer

y = x + 1
y = x² + x",A,C
zero-shot,gemini-1.5-flash,advanced_math,28,Hard,5.24,Incorrect,"In the xy-plane, a line with equation 2y = 4.5 intersects a parabola at exactly one point. If the parabola has equation y = -4x² + bx, where b is a positive constant, what is the value of b?",C,B
zero-shot,gemini-1.5-flash,advanced_math,43,Hard,1.11,Incorrect,"The quadratic function h is defined as shown. In the xy-plane, the graph of y = h(x) intersects the x-axis at the points (0, 0) and (t, 0), where t is a constant. What is the value of t?",D,B
zero-shot,gemini-1.5-flash,advanced_math,44,Hard,1.06,Incorrect,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,C
zero-shot,gemini-1.5-flash,advanced_math,45,Hard,1.14,Incorrect,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,C
zero-shot,gpt-4o-mini,advanced_math,8,Hard,7.89,Incorrect,"(ax + 3)(5x² − bx + 4) = 20x³ − 9x² − 2x + 12

The equation above is true for all x, where a and b are constants. What is the value of ab?",C,A
zero-shot,gpt-4o-mini,advanced_math,10,Medium,0.71,Incorrect,Which of the following is equivalent to the expression x⁴ − x² − 6?,B,A
zero-shot,gpt-4o-mini,advanced_math,36,Easy,3.47,Incorrect,"The graph of a system of a linear equation and a nonlinear equation is shown. What is the solution (x, y) to this system?",C,B
zero-shot,gpt-4o-mini,advanced_math,27,Hard,15.96,Incorrect,"One solution to the given equation can be written as 1 + √k, where k is a constant. What is the value of k?

x² - 2x - 9 = 0",B,C
zero-shot,gpt-4o-mini,advanced_math,28,Hard,2.79,Incorrect,"In the xy-plane, a line with equation 2y = 4.5 intersects a parabola at exactly one point. If the parabola has equation y = -4x² + bx, where b is a positive constant, what is the value of b?",C,B
zero-shot,gpt-4o-mini,advanced_math,29,Hard,9.18,Incorrect,"Which ordered pair is a solution to the system of equations below?

x − y = 1
x + y = x² − 3",A,B
zero-shot,gpt-4o-mini,advanced_math,43,Hard,12.29,Incorrect,"The quadratic function h is defined as shown. In the xy-plane, the graph of y = h(x) intersects the x-axis at the points (0, 0) and (t, 0), where t is a constant. What is the value of t?",D,B
zero-shot,gpt-4o-mini,advanced_math,44,Hard,11.7,Incorrect,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,C
zero-shot,gpt-4o-mini,advanced_math,45,Hard,12.01,Incorrect,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,C
zero-shot,gpt-4o,advanced_math,17,Hard,7.08,Incorrect,"For what value of x is the given expression \( \sqrt[5]{70n \left( \sqrt[6]{70n} \right)^2} \) equivalent to \((70n)^{30x}\), where \(n > 1\)?",4/225,C
zero-shot,gpt-4o,advanced_math,19,Hard,5.07,Incorrect,"The expression \((3x - 23)(19x + 6)\) is equivalent to the expression \(ax^2 + bx + c\), where \(a\), \(b\), and \(c\) are constants. What is the value of \(b\)?",-419,D
zero-shot,gpt-4o,advanced_math,16,Medium,11.41,Incorrect,Which of the following is an equivalent form of \((1.5x - 2.4)^2 - (5.2x^2 - 6.4)\)?,C,B
zero-shot,gpt-4o,advanced_math,43,Hard,15.3,Incorrect,"The quadratic function h is defined as shown. In the xy-plane, the graph of y = h(x) intersects the x-axis at the points (0, 0) and (t, 0), where t is a constant. What is the value of t?",D,B
zero-shot,gpt-4,advanced_math,19,Hard,6.64,Incorrect,"The expression \((3x - 23)(19x + 6)\) is equivalent to the expression \(ax^2 + bx + c\), where \(a\), \(b\), and \(c\) are constants. What is the value of \(b\)?",-419,B
zero-shot,gpt-4,advanced_math,10,Medium,6.0,Incorrect,Which of the following is equivalent to the expression x⁴ − x² − 6?,B,C
zero-shot,gpt-4,advanced_math,4,Easy,1.5,Incorrect,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,C
zero-shot,gpt-4,advanced_math,1,Easy,23.91,Incorrect,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,C
zero-shot,gpt-4,advanced_math,20,Easy,23.74,Incorrect,Which expression is equivalent to \( 20w - (4w + 3w) \)?,B,C
zero-shot,gpt-4,advanced_math,40,Medium,1.67,Incorrect,"If the ordered pair (x, y) satisfies the system of equations below, what is one possible value of x?

y = x² − 4x + 4
y = 4 − x","['A', 'D']",C
zero-shot,gpt-4,advanced_math,21,Medium,3.47,Incorrect,A system of equations consists of a quadratic equation and a linear equation. The equations in this system are graphed in the xy-plane shown in img123.png. How many solutions does this system have?,C,A
zero-shot,gpt-4,advanced_math,36,Easy,37.13,Incorrect,"The graph of a system of a linear equation and a nonlinear equation is shown. What is the solution (x, y) to this system?",C,D
zero-shot,gpt-4,advanced_math,44,Hard,1.52,Incorrect,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,C
zero-shot,llama-3.1-8b,advanced_math,4,Easy,0.89,Incorrect,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,C
zero-shot,llama-3.1-8b,advanced_math,17,Hard,17.57,Incorrect,"For what value of x is the given expression \( \sqrt[5]{70n \left( \sqrt[6]{70n} \right)^2} \) equivalent to \((70n)^{30x}\), where \(n > 1\)?",4/225,C
zero-shot,llama-3.1-8b,advanced_math,13,Easy,0.68,Incorrect,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,C
zero-shot,llama-3.1-8b,advanced_math,7,Easy,0.25,Incorrect,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,C
zero-shot,llama-3.1-8b,advanced_math,20,Easy,2.74,Incorrect,Which expression is equivalent to \( 20w - (4w + 3w) \)?,B,C
zero-shot,llama-3.1-8b,advanced_math,35,Hard,5.8,Incorrect,"In the xy-plane, a line with equation 2y = c for some constant c intersects a parabola at exactly one point. If the parabola has equation y = −2x² + 9x, what is the value of c?",B,C
zero-shot,llama-3.1-8b,advanced_math,33,Medium,0.57,Incorrect,"The given equation relates the positive numbers m, n, and p. Which equation correctly gives n in terms of m and p?

7m = 5(n + p)",B,A
zero-shot,llama-3.1-8b,advanced_math,29,Hard,0.61,Incorrect,"Which ordered pair is a solution to the system of equations below?

x − y = 1
x + y = x² − 3",A,C
zero-shot,llama-3.1-8b,advanced_math,32,Easy,3.33,Incorrect,"The graphs of the given equations in the xy-plane intersect at the point (x, y). What is a possible value of x?

y = 76
y = x^2 - 5",B,D
zero-shot,llama-3.1-8b,advanced_math,43,Hard,0.55,Incorrect,"The quadratic function h is defined as shown. In the xy-plane, the graph of y = h(x) intersects the x-axis at the points (0, 0) and (t, 0), where t is a constant. What is the value of t?",D,C
zero-shot,llama-3.1-8b,advanced_math,44,Hard,0.78,Incorrect,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,C
zero-shot,llama-3.1-70b,advanced_math,9,Medium,0.48,Incorrect,"(2x + 5)² − (x − 2) + 2(x + 3)

Which of the following is equivalent to the expression above?",A,B
zero-shot,llama-3.1-70b,advanced_math,17,Hard,7.25,Incorrect,"For what value of x is the given expression \( \sqrt[5]{70n \left( \sqrt[6]{70n} \right)^2} \) equivalent to \((70n)^{30x}\), where \(n > 1\)?",4/225,A
zero-shot,llama-3.1-70b,advanced_math,8,Hard,7.84,Incorrect,"(ax + 3)(5x² − bx + 4) = 20x³ − 9x² − 2x + 12

The equation above is true for all x, where a and b are constants. What is the value of ab?",C,A
zero-shot,llama-3.1-70b,advanced_math,10,Medium,0.87,Incorrect,Which of the following is equivalent to the expression x⁴ − x² − 6?,B,A
zero-shot,llama-3.1-70b,advanced_math,35,Hard,5.75,Incorrect,"In the xy-plane, a line with equation 2y = c for some constant c intersects a parabola at exactly one point. If the parabola has equation y = −2x² + 9x, what is the value of c?",B,C
zero-shot,llama-3.1-70b,advanced_math,40,Medium,3.53,Incorrect,"If the ordered pair (x, y) satisfies the system of equations below, what is one possible value of x?

y = x² − 4x + 4
y = 4 − x","['A', 'D']",C
zero-shot,llama-3.1-70b,advanced_math,32,Easy,0.39,Incorrect,"The graphs of the given equations in the xy-plane intersect at the point (x, y). What is a possible value of x?

y = 76
y = x^2 - 5",B,A
zero-shot,llama-3.1-70b,advanced_math,28,Hard,9.37,Incorrect,"In the xy-plane, a line with equation 2y = 4.5 intersects a parabola at exactly one point. If the parabola has equation y = -4x² + bx, where b is a positive constant, what is the value of b?",C,B
zero-shot,llama-3.1-70b,advanced_math,43,Hard,0.41,Incorrect,"The quadratic function h is defined as shown. In the xy-plane, the graph of y = h(x) intersects the x-axis at the points (0, 0) and (t, 0), where t is a constant. What is the value of t?",D,C
zero-shot,llama-3.1-70b,advanced_math,44,Hard,0.6,Incorrect,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,C
zero-shot,llama-3.1-70b,advanced_math,45,Hard,0.39,Incorrect,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,C
zero-shot,llama-3.1-405b,advanced_math,16,Medium,0.84,Incorrect,Which of the following is an equivalent form of \((1.5x - 2.4)^2 - (5.2x^2 - 6.4)\)?,C,B
zero-shot,llama-3.1-405b,advanced_math,17,Hard,8.3,Incorrect,"For what value of x is the given expression \( \sqrt[5]{70n \left( \sqrt[6]{70n} \right)^2} \) equivalent to \((70n)^{30x}\), where \(n > 1\)?",4/225,C
zero-shot,llama-3.1-405b,advanced_math,10,Medium,0.91,Incorrect,Which of the following is equivalent to the expression x⁴ − x² − 6?,B,A
zero-shot,llama-3.1-405b,advanced_math,21,Medium,3.55,Incorrect,A system of equations consists of a quadratic equation and a linear equation. The equations in this system are graphed in the xy-plane shown in img123.png. How many solutions does this system have?,C,A
zero-shot,llama-3.1-405b,advanced_math,35,Hard,6.73,Incorrect,"In the xy-plane, a line with equation 2y = c for some constant c intersects a parabola at exactly one point. If the parabola has equation y = −2x² + 9x, what is the value of c?",B,C
zero-shot,llama-3.1-405b,advanced_math,38,Medium,0.83,Incorrect,"What is the solution to the equation below?

(2(x + 1))/(x + 5) = 1 − 1/(x + 5)",B,C
zero-shot,llama-3.1-405b,advanced_math,40,Medium,0.81,Incorrect,"If the ordered pair (x, y) satisfies the system of equations below, what is one possible value of x?

y = x² − 4x + 4
y = 4 − x","['A', 'D']",C
zero-shot,llama-3.1-405b,advanced_math,32,Easy,0.85,Incorrect,"The graphs of the given equations in the xy-plane intersect at the point (x, y). What is a possible value of x?

y = 76
y = x^2 - 5",B,C
zero-shot,llama-3.1-405b,advanced_math,28,Hard,5.34,Incorrect,"In the xy-plane, a line with equation 2y = 4.5 intersects a parabola at exactly one point. If the parabola has equation y = -4x² + bx, where b is a positive constant, what is the value of b?",C,B
zero-shot,llama-3.1-405b,advanced_math,43,Hard,0.97,Incorrect,"The quadratic function h is defined as shown. In the xy-plane, the graph of y = h(x) intersects the x-axis at the points (0, 0) and (t, 0), where t is a constant. What is the value of t?",D,C
zero-shot,llama-3.1-405b,advanced_math,44,Hard,0.78,Incorrect,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,C
zero-shot,gemini-1.5-flash,geometry,11,Medium,0.88,Incorrect,"A manufacturing company produces two sizes of cylindrical containers that each have a height of 50 centimeters. The radius of container A is 16 centimeters, and the radius of container B is 25% longer than the radius of container A. What is the volume, in cubic centimeters, of container B?",B,C
zero-shot,gemini-1.5-flash,geometry,51,Hard,0.89,Incorrect,"An isosceles right triangle has a hypotenuse of length 58 inches. What is the perimeter, in inches, of this triangle?",58 + 58√2,174
zero-shot,gemini-1.5-flash,geometry,2,Hard,1.07,Incorrect,Square A has side lengths that are 166 times the side lengths of square B. The area of square A is k times the area of square B. What is the value of k?,27556,27656
zero-shot,gemini-1.5-flash,geometry,32,Medium,0.88,Incorrect,"Two nearby trees are perpendicular to the ground, which is flat. One of these trees is 10 feet tall and has a shadow that is 5 feet long. At the same time, the shadow of the other tree is 2 feet long. How tall, in feet, is the other tree?",B,C
zero-shot,gemini-1.5-flash,geometry,31,Easy,0.96,Incorrect,"In triangle XYZ, the measure of angle X is 24° and the measure of angle Y is 98°. What is the measure of angle Z?",A,B
zero-shot,gemini-1.5-flash,geometry,34,Hard,0.72,Incorrect,"In triangles LMN and RST, angles L and R each have measure 60°, LN = 10, and RT = 30. Which additional piece of information is sufficient to prove that triangle LMN is similar to triangle RST?",D,C
zero-shot,gemini-1.5-flash,geometry,33,Hard,0.92,Incorrect,"In triangles ABC and DEF, angles B and E each have measure 27° and angles C and F each have measure 41°. Which additional piece of information is sufficient to determine whether triangle ABC is congruent to triangle DEF?",C,A
zero-shot,gemini-1.5-flash,geometry,13,Hard,0.89,Incorrect,"A cube has a volume of 474,552 cubic units. What is the surface area, in square units, of the cube?",36504,1
zero-shot,gemini-1.5-flash,geometry,4,Medium,1.24,Incorrect,What is the length of one side of a square that has the same area as a circle with radius 2?,C,B
zero-shot,gpt-4o-mini,geometry,13,Hard,11.97,Incorrect,"A cube has a volume of 474,552 cubic units. What is the surface area, in square units, of the cube?",36504,11304
zero-shot,gpt-4o-mini,geometry,32,Medium,18.08,Incorrect,"Two nearby trees are perpendicular to the ground, which is flat. One of these trees is 10 feet tall and has a shadow that is 5 feet long. At the same time, the shadow of the other tree is 2 feet long. How tall, in feet, is the other tree?",B,C
zero-shot,gpt-4o-mini,geometry,50,Hard,2.15,Incorrect,"An isosceles right triangle has a hypotenuse of length 58 inches. What is the perimeter, in inches, of this triangle?",58 + 58√2,58
zero-shot,gpt-4o-mini,geometry,51,Hard,0.88,Incorrect,"An isosceles right triangle has a hypotenuse of length 58 inches. What is the perimeter, in inches, of this triangle?",58 + 58√2,174
zero-shot,gpt-4o-mini,geometry,18,Hard,0.5,Incorrect,"A rectangular poster has an area of 360 square inches. A copy of the poster is made in which the length and width of the original poster are each increased by 20%. What is the area of the copy, in square inches?",518.4,432
zero-shot,gpt-4o-mini,geometry,11,Medium,7.45,Incorrect,"A manufacturing company produces two sizes of cylindrical containers that each have a height of 50 centimeters. The radius of container A is 16 centimeters, and the radius of container B is 25% longer than the radius of container A. What is the volume, in cubic centimeters, of container B?",B,C
zero-shot,gpt-4o-mini,geometry,19,Hard,2.66,Incorrect,"A right rectangular prism has a length of 28 centimeters (cm), a width of 15 cm, and a height of 16 cm. What is the surface area, in cm², of the right rectangular prism?",2216,1840
zero-shot,gpt-4o-mini,geometry,4,Medium,0.56,Incorrect,What is the length of one side of a square that has the same area as a circle with radius 2?,C,B
zero-shot,gpt-4o-mini,geometry,34,Hard,0.71,Incorrect,"In triangles LMN and RST, angles L and R each have measure 60°, LN = 10, and RT = 30. Which additional piece of information is sufficient to prove that triangle LMN is similar to triangle RST?",D,C
zero-shot,gpt-4o-mini,geometry,33,Hard,1.8,Incorrect,"In triangles ABC and DEF, angles B and E each have measure 27° and angles C and F each have measure 41°. Which additional piece of information is sufficient to determine whether triangle ABC is congruent to triangle DEF?",C,A
zero-shot,gpt-4o,geometry,32,Medium,5.99,Incorrect,"Two nearby trees are perpendicular to the ground, which is flat. One of these trees is 10 feet tall and has a shadow that is 5 feet long. At the same time, the shadow of the other tree is 2 feet long. How tall, in feet, is the other tree?",B,C
zero-shot,gpt-4o,geometry,19,Hard,11.15,Incorrect,"A right rectangular prism has a length of 28 centimeters (cm), a width of 15 cm, and a height of 16 cm. What is the surface area, in cm², of the right rectangular prism?",2216,2144
zero-shot,gpt-4o,geometry,13,Hard,12.05,Incorrect,"A cube has a volume of 474,552 cubic units. What is the surface area, in square units, of the cube?",36504,7566
zero-shot,gpt-4o,geometry,50,Hard,1.89,Incorrect,"An isosceles right triangle has a hypotenuse of length 58 inches. What is the perimeter, in inches, of this triangle?",58 + 58√2,58
zero-shot,gpt-4o,geometry,34,Hard,12.06,Incorrect,"In triangles LMN and RST, angles L and R each have measure 60°, LN = 10, and RT = 30. Which additional piece of information is sufficient to prove that triangle LMN is similar to triangle RST?",D,B
zero-shot,llama-3.1-70b,geometry,50,Hard,0.76,Incorrect,"An isosceles right triangle has a hypotenuse of length 58 inches. What is the perimeter, in inches, of this triangle?",58 + 58√2,58
zero-shot,llama-3.1-70b,geometry,34,Hard,0.76,Incorrect,"In triangles LMN and RST, angles L and R each have measure 60°, LN = 10, and RT = 30. Which additional piece of information is sufficient to prove that triangle LMN is similar to triangle RST?",D,C
zero-shot,llama-3.1-70b,geometry,4,Medium,0.7,Incorrect,What is the length of one side of a square that has the same area as a circle with radius 2?,C,B
zero-shot,llama-3.1-70b,geometry,18,Hard,0.23,Incorrect,"A rectangular poster has an area of 360 square inches. A copy of the poster is made in which the length and width of the original poster are each increased by 20%. What is the area of the copy, in square inches?",518.4,432
zero-shot,llama-3.1-70b,geometry,40,Easy,0.68,Incorrect,"In triangle XYZ, the measure of angle X is 23° and the measure of angle Y is 66°. What is the measure of angle Z?",C,A
zero-shot,llama-3.1-70b,geometry,13,Hard,0.68,Incorrect,"A cube has a volume of 474,552 cubic units. What is the surface area, in square units, of the cube?",36504,1
zero-shot,llama-3.1-405b,geometry,50,Hard,0.76,Incorrect,"An isosceles right triangle has a hypotenuse of length 58 inches. What is the perimeter, in inches, of this triangle?",58 + 58√2,58
zero-shot,llama-3.1-405b,geometry,34,Hard,0.71,Incorrect,"In triangles LMN and RST, angles L and R each have measure 60°, LN = 10, and RT = 30. Which additional piece of information is sufficient to prove that triangle LMN is similar to triangle RST?",D,C
zero-shot,llama-3.1-405b,geometry,18,Hard,0.59,Incorrect,"A rectangular poster has an area of 360 square inches. A copy of the poster is made in which the length and width of the original poster are each increased by 20%. What is the area of the copy, in square inches?",518.4,432
zero-shot,llama-3.1-405b,geometry,13,Hard,0.71,Incorrect,"A cube has a volume of 474,552 cubic units. What is the surface area, in square units, of the cube?",36504,1
zero-shot,gpt-4,geometry,14,Hard,22.11,Incorrect,A right circular cone has a height of 22 centimeters (cm) and a base with a diameter of 6 cm. The volume of this cone is nπ cm³. What is the value of n?,66,33
zero-shot,gpt-4,geometry,34,Hard,21.51,Incorrect,"In triangles LMN and RST, angles L and R each have measure 60°, LN = 10, and RT = 30. Which additional piece of information is sufficient to prove that triangle LMN is similar to triangle RST?",D,C
zero-shot,gpt-4,geometry,37,Hard,3.82,Incorrect,"Triangle XYZ is similar to triangle RST such that X, Y, and Z correspond to R, S, and T, respectively. The measure of ∠Z is 20° and 2XY = RS. What is the measure of ∠T?",C,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Easy,1.13,Correct,N/A,A,A
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,0.94,Correct,N/A,C,C
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,1.03,Correct,N/A,B,B
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,1.11,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Easy,1.25,Correct,N/A,A,A
five-shot,gemini-1.5-flash,reading_comp,N/A,Hard,0.88,Correct,N/A,B,B
five-shot,gemini-1.5-flash,reading_comp,N/A,Easy,1.02,Correct,N/A,A,A
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,1.06,Correct,N/A,A,A
five-shot,gemini-1.5-flash,reading_comp,N/A,Hard,0.98,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,0.89,Correct,N/A,C,C
five-shot,gemini-1.5-flash,reading_comp,N/A,Hard,1.41,Correct,N/A,C,C
five-shot,gemini-1.5-flash,reading_comp,N/A,Hard,1.11,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,0.96,Correct,N/A,A,A
five-shot,gemini-1.5-flash,reading_comp,N/A,Easy,1.06,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Hard,1.14,Correct,N/A,B,B
five-shot,gemini-1.5-flash,reading_comp,N/A,Hard,0.86,Correct,N/A,A,A
five-shot,gemini-1.5-flash,reading_comp,N/A,Easy,1.26,Correct,N/A,A,A
five-shot,gemini-1.5-flash,reading_comp,N/A,Hard,1.23,Correct,N/A,B,B
five-shot,gemini-1.5-flash,reading_comp,N/A,Easy,1.07,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Easy,1.15,Correct,N/A,B,B
five-shot,gemini-1.5-flash,reading_comp,N/A,Hard,1.69,Correct,N/A,B,B
five-shot,gemini-1.5-flash,reading_comp,N/A,Hard,1.43,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,1.02,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,0.8,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,0.83,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Easy,1.21,Correct,N/A,C,C
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,1.47,Correct,N/A,C,C
five-shot,gemini-1.5-flash,reading_comp,N/A,Hard,1.09,Correct,N/A,A,A
five-shot,gemini-1.5-flash,reading_comp,N/A,Hard,0.89,Correct,N/A,A,A
five-shot,gemini-1.5-flash,reading_comp,N/A,Easy,1.3,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Hard,1.01,Correct,N/A,C,C
five-shot,gemini-1.5-flash,reading_comp,N/A,Easy,1.23,Correct,N/A,A,A
five-shot,gemini-1.5-flash,reading_comp,N/A,Easy,0.83,Correct,N/A,A,A
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,0.84,Correct,N/A,A,A
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,1.3,Correct,N/A,A,A
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,0.9,Correct,N/A,A,A
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,1.1,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,1.25,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,1.13,Correct,N/A,A,A
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,0.9,Correct,N/A,C,C
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,0.88,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,0.79,Correct,N/A,A,A
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,1.3,Correct,N/A,C,C
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,0.77,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,1.18,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,1.06,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,0.86,Correct,N/A,C,C
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,0.9,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,1.01,Correct,N/A,C,C
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,1.13,Correct,N/A,B,B
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,0.94,Correct,N/A,B,B
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,1.54,Correct,N/A,D,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,0.93,Correct,N/A,D,D
five-shot,llama-3.1-8b,reading_comp,N/A,Hard,0.99,Correct,N/A,D,D
five-shot,llama-3.1-8b,reading_comp,N/A,Easy,1.16,Correct,N/A,A,A
five-shot,llama-3.1-8b,reading_comp,N/A,Hard,1.07,Correct,N/A,B,B
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,11.05,Correct,N/A,A,A
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,0.57,Correct,N/A,B,B
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,11.33,Correct,N/A,D,D
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,12.03,Correct,N/A,A,A
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,0.31,Correct,N/A,B,B
five-shot,llama-3.1-8b,reading_comp,N/A,Easy,0.43,Correct,N/A,D,D
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,13.66,Correct,N/A,C,C
five-shot,llama-3.1-8b,reading_comp,N/A,Easy,0.96,Correct,N/A,A,A
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,8.66,Correct,N/A,B,B
five-shot,llama-3.1-8b,reading_comp,N/A,Hard,0.51,Correct,N/A,C,C
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,2.22,Correct,N/A,A,A
five-shot,llama-3.1-8b,reading_comp,N/A,Easy,1.35,Correct,N/A,D,D
five-shot,llama-3.1-8b,reading_comp,N/A,Hard,0.44,Correct,N/A,D,D
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,0.51,Correct,N/A,C,C
five-shot,llama-3.1-8b,reading_comp,N/A,Easy,0.48,Correct,N/A,D,D
five-shot,llama-3.1-8b,reading_comp,N/A,Hard,0.77,Correct,N/A,C,C
five-shot,llama-3.1-8b,reading_comp,N/A,Easy,1.06,Correct,N/A,D,D
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,6.33,Correct,N/A,A,A
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,0.95,Correct,N/A,D,D
five-shot,llama-3.1-8b,reading_comp,N/A,Hard,11.62,Correct,N/A,D,D
five-shot,llama-3.1-8b,reading_comp,N/A,Easy,0.52,Correct,N/A,A,A
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,1.15,Correct,N/A,B,B
five-shot,llama-3.1-8b,reading_comp,N/A,Easy,0.78,Correct,N/A,C,C
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,9.0,Correct,N/A,D,D
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,11.98,Correct,N/A,A,A
five-shot,llama-3.1-8b,reading_comp,N/A,Easy,1.11,Correct,N/A,A,A
five-shot,llama-3.1-8b,reading_comp,N/A,Easy,0.9,Correct,N/A,A,A
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,0.42,Correct,N/A,D,D
five-shot,llama-3.1-8b,reading_comp,N/A,Hard,0.52,Correct,N/A,B,B
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,12.31,Correct,N/A,B,B
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,0.29,Correct,N/A,B,B
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,0.33,Correct,N/A,D,D
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,0.82,Correct,N/A,B,B
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,9.73,Correct,N/A,B,B
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,0.82,Correct,N/A,B,B
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,1.4,Correct,N/A,B,B
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,0.52,Correct,N/A,B,B
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,4.12,Correct,N/A,A,A
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,0.75,Correct,N/A,A,A
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,0.74,Correct,N/A,B,B
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,0.27,Correct,N/A,D,D
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,10.2,Correct,N/A,B,B
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,0.27,Correct,N/A,C,C
